,Fund,Fund Description,Chart Section Level 1,Chart Section Level 2,Agency,Agency Description,Organization,Organization Description,Activity,Activity Description,Function,Function Description,Account,Account Description,Total Indicator,Balance Forward,YTD Debits,YTD Credits,Ending Balance,Prior Year YTD Balance
4667,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4916,Outside Repairs,,,,,Y,0,11596167,35500,11560667,11630602
4668,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4918,Garage Maintenance,,,1998,Personnel Expenses Reimbursed to the General ,N,0,584829,0,584829,621746
4669,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4918,Garage Maintenance,,,2210,Natural Gas,N,0,683697,0,683697,1618649
4670,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4918,Garage Maintenance,,,2220,Electricity,N,0,83995,0,83995,116531
4671,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4918,Garage Maintenance,,,2230,Water,N,0,117797,0,117797,363584
4672,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4918,Garage Maintenance,,,2231,Storm Water Runoff,N,0,242335,0,242335,0
4673,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4918,Garage Maintenance,,,2320,Equipment Maintenance,N,0,405867,0,405867,502078
4674,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4918,Garage Maintenance,,,2430,Contracted Services,N,0,2561750,0,2561750,1755241
4675,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4918,Garage Maintenance,,,3400,Materials & Supplies,N,0,116311,0,116311,249316
4676,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4918,Garage Maintenance,,,4424,Transfer To Maintenance Facilities,N,0,5156000,0,5156000,4830400
4677,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4918,Garage Maintenance,,,,,Y,0,9952581,0,9952581,10057545
4678,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,1998,Personnel Expenses Reimbursed to the General ,N,0,2972965,0,2972965,3117823
4679,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,3440,"Property Plant & Equipment < $5,000",N,0,2989600,0,2989600,0
4680,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,4100,Depreciation,N,0,127728772,0,127728772,165534492
4681,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5140,Vehicles Vehicles,N,0,12629100,0,12629100,0
4682,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5320,Vehicles Detective Cars,N,0,2145300,0,2145300,0
4683,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5350,Vehicles DOT Pickups,N,0,5027000,0,5027000,0
4684,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5360,Vehicles DOT Dump Truck,N,0,23544000,0,23544000,0
4685,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5361,Vehicles Salt Spreaders,N,0,390000,390000,0,0
4686,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5390,Vehicles DOT Sweeper,N,0,29874000,0,29874000,0
4687,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5410,Vehicles Parks Pickups,N,0,20290800,0,20290800,0
4688,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5411,Vehicles Parks Misc,N,0,11531196,0,11531196,0
4689,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5412,Vehicles Parks Dumps,N,0,3910900,0,3910900,0
4690,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5435,Vehicles Utilities Field Equipment,N,0,0,0,0,1213200
4691,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5571,Vehicles Engineering Van,N,0,6974700,0,6974700,0
4692,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5605,Vehicles Parking Enforcement Cars,N,0,8693425,0,8693425,0
4693,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5650,Vehicles Building Cars,N,0,10146625,0,10146625,0
4694,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5660,Vehicles Motor Pool Car,N,0,2143600,0,2143600,0
4695,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,5140.5680,Vehicles Parks Van,N,0,3003600,0,3003600,0
4696,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9091,Vehicle Purchases,,,,,Y,0,273995583,390000,273605583,169865515
4697,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9500,Debt Service,,,4420,Transfer To Other Funds,N,0,64585847,0,64585847,64431886
4698,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,9500,Debt Service,,,,,Y,0,64585847,0,64585847,64431886
4699,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,,,,,,,Y,0,741712890,37874313,703838577,483859809
4700,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,,,,,,,,,Y,0,741712890,37874313,703838577,483859809
4701,0012,Fleet Services,EXPENSES,,,,,,,,,,,,Y,0,741712890,168131799,573581091,482646609
4702,0012,Fleet Services,,,,,,,,,,,,,Y,0,1868256027,1868256027,0,0
4703,0013,15th Dist Court Agency Fund,ASSETS,,,,,,,,,,1012,Cash Offset For GASB #34,N,-15759100,0,0,-15759100,-16241400
4704,0013,15th Dist Court Agency Fund,ASSETS,,,,,,,,,,1014,Cash Fifteenth District Court,N,29532300,0,0,29532300,34139800
4705,0013,15th Dist Court Agency Fund,ASSETS,,,,,,,,,,,,Y,13773200,0,0,13773200,17898400
4706,0013,15th Dist Court Agency Fund,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4013,Due To Other Govts/15th Distict Court,N,-7234000,0,0,-7234000,-7931100
4707,0013,15th Dist Court Agency Fund,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4040.4050,Deposits Fifteenth District Court,N,-6539200,0,0,-6539200,-9967300
4708,0013,15th Dist Court Agency Fund,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,,,Y,-13773200,0,0,-13773200,-17898400
4709,0013,15th Dist Court Agency Fund,LIABILITIES AND FUND EQUITY,,,,,,,,,,,,Y,0,0,0,0,0
4710,0014,Information Technology,ASSETS,,,,,,,,,,2218,Accounts Receivable,N,1736648,2465461,3382061,820048,4070048
4711,0014,Information Technology,ASSETS,,,,,,,,,,2219,Allowance For Uncoll Accts,N,-820048,0,0,-820048,-820048
4712,0014,Information Technology,ASSETS,,,,,,,,,,2287,Prepaid Charges,N,7308560,12095250,7308560,12095250,19148879
4713,0014,Information Technology,ASSETS,,,,,,,,,,2400.0099,Equity In Pooled cash & investments,N,467029641,458673312,490462843,435240110,440553344
4714,0014,Information Technology,ASSETS,,,,,,,,,,3314,Intangible assets,N,117359003,0,0,117359003,117359003
4715,0014,Information Technology,ASSETS,,,,,,,,,,3320,Vehicles,N,2270125,0,0,2270125,2270125
4716,0014,Information Technology,ASSETS,,,,,,,,,,3330,Equipment,N,198036034,927500,0,198963534,191135839
4717,0014,Information Technology,ASSETS,,,,,,,,,,3332,All For Dep Equipment,N,-150870244,0,8840400,-159710644,-145240882
4718,0014,Information Technology,ASSETS,,,,,,,,,,3333,All for Dep Vehicles,N,-1135060,0,264849,-1399909,-983718
4719,0014,Information Technology,ASSETS,,,,,,,,,,3334,All for Dep Intangible assets,N,-93887200,0,13691885,-107579085,-86063266
4720,0014,Information Technology,ASSETS,,,,,,,,,,,,Y,547027459,474161523,523950598,497238384,541429324
4721,0014,Information Technology,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4001,Accounts Payable,N,-12870229,208959576,201386297,-5296950,-1868245
4722,0014,Information Technology,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4005,Accrued Vacation Pay,N,0,0,0,0,-14538741
4723,0014,Information Technology,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4006,Accrued Sick Pay,N,0,0,0,0,-20089122
4724,0014,Information Technology,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4007,Accrued Compensation Time,N,0,0,0,0,-359534
4725,0014,Information Technology,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4015,Accounts Payable/Miscellaneous,N,-10241064,11345964,1104900,0,0
4726,0014,Information Technology,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,,,Y,-23111293,220305540,202491197,-5296950,-36855642
4727,0014,Information Technology,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6606,Fund Balance,N,-518224249,0,0,-518224249,-572590202
4728,0014,Information Technology,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6607,Retained Earnings,N,1119082,0,0,1119082,1119082
4729,0014,Information Technology,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6680,Contributed Fixed Assets,N,-6810999,0,0,-6810999,-6810999
4730,0014,Information Technology,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,,,Y,-523916166,0,0,-523916166,-578282119
4731,0014,Information Technology,LIABILITIES AND FUND EQUITY,,,,,,,,,,,,Y,-547027459,220305540,202491197,-529213116,-615137761
4732,0014,Information Technology,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,6200,Investment Income,N,0,570325,2783437,-2213112,-3124382
4733,0014,Information Technology,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,6203,Interest/Dividends,N,0,0,0,0,1297900
4734,0014,Information Technology,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,,,Y,0,570325,2783437,-2213112,-1826482
4735,0014,Information Technology,REVENUES,,018,Finance,1000,Administration,,,,,,,Y,0,570325,2783437,-2213112,-1826482
4736,0014,Information Technology,REVENUES,,018,Finance,,,,,,,,,Y,0,570325,2783437,-2213112,-1826482
4737,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,1599,Technology Services,N,0,0,2441777,-2441777,-5208775
4738,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2710.0057,Operating Transfers 0057,N,0,2864200,14321000,-11456800,0
4739,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0002,Fringe Transfer 0002,N,0,0,0,0,-618400
4740,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0010,Fringe Transfer 0010,N,0,10460300,250416200,-239955900,-224357600
4741,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0011,Fringe Transfer 0011,N,0,0,2353600,-2353600,-551500
4742,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0012,Fringe Transfer 0012,N,0,0,4528000,-4528000,-4356500
4743,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0014,Fringe Transfer 0014,N,0,0,17268800,-17268800,-15586400
4744,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0016,Fringe Transfer 0016,N,0,0,11819200,-11819200,-10327000
4745,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0021,Fringe Transfer 0021,N,0,0,21519200,-21519200,-16351000
4746,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0026,Fringe Transfer 0026,N,0,0,10944800,-10944800,-10863300
4747,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0042,Fringe Transfer 0042,N,0,0,55760000,-55760000,-48743100
4748,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0043,Fringe Transfer 0043,N,0,0,20154700,-20154700,-15681400
4749,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0048,Fringe Transfer 0048,N,0,0,786400,-786400,-745600
4750,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0049,Fringe Transfer 0049,N,0,0,21523200,-21523200,-18316700
4751,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0057,Fringe Transfer 0057,N,0,0,1216000,-1216000,-1352000
4752,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0059,Fringe Transfer 0059,N,0,0,1624800,-1624800,-1712800
4753,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0069,Fringe Transfer 0069,N,0,0,7716800,-7716800,-6950000
4754,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0071,Fringe Transfer 0071,N,0,0,11158400,-11158400,-11872800
4755,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,2800.0072,Fringe Transfer 0072,N,0,0,15582400,-15582400,-10607200
4756,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,6199,Other Rentals,N,0,0,0,0,-3250000
4757,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,6999,Miscellaneous,N,0,0,23684,-23684,0
4758,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,0000,Revenue,,,,,Y,0,13324500,471158961,-457834461,-407452075
4759,0014,Information Technology,REVENUES,,092,Information Technology,1000,Administration,,,,,,,Y,0,13324500,471158961,-457834461,-407452075
4760,0014,Information Technology,REVENUES,,092,Information Technology,,,,,,,,,Y,0,13324500,471158961,-457834461,-407452075
4761,0014,Information Technology,REVENUES,,,,,,,,,,,,Y,0,13894825,473942398,-460047573,-409278557
4762,0014,Information Technology,EXPENSES,,019,Non-Departmental,1000,Administration,1000,Administration,,,5999,Capitalized Asset Credit,N,0,0,927500,-927500,-2779121
4763,0014,Information Technology,EXPENSES,,019,Non-Departmental,1000,Administration,1000,Administration,,,,,Y,0,0,927500,-927500,-2779121
4764,0014,Information Technology,EXPENSES,,019,Non-Departmental,1000,Administration,,,,,,,Y,0,0,927500,-927500,-2779121
4765,0014,Information Technology,EXPENSES,,019,Non-Departmental,,,,,,,,,Y,0,0,927500,-927500,-2779121
4766,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,1998,Personnel Expenses Reimbursed to the General ,N,0,22476151,0,22476151,16445925
4767,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,2410,Rent City Vehicles,N,0,98229,0,98229,57446
4768,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,2420,Rent Outside Vehicles/Mileage,N,0,67420,0,67420,55091
4769,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,2430,Contracted Services,N,0,0,0,0,35479
4770,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,2690,Non-Employee Travel,N,0,0,0,0,326512
4771,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,2700,Conference Training & Travel,N,0,132500,0,132500,189
4772,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,2850,Advertising,N,0,0,0,0,35000
4773,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,3400,Materials & Supplies,N,0,43693,0,43693,17859
4774,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,3440,"Property Plant & Equipment < $5,000",N,0,0,0,0,40471
4775,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,4239,Retiree Medical Insurance,N,0,7060000,0,7060000,5464800
4776,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,4260,Insurance Premiums,N,0,1052800,0,1052800,544000
4777,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,4300,Dues & Licenses,N,0,268000,0,268000,1136000
4778,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,4310,Municipal Service Charges,N,0,45307200,0,45307200,45008000
4779,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,4423,Transfer To IT Fund,N,0,17268800,0,17268800,15586400
4780,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,1000,Administration,,,,,Y,0,93774793,0,93774793,84753172
4781,0014,Information Technology,EXPENSES,,092,Information Technology,1000,Administration,,,,,,,Y,0,93774793,0,93774793,84753172
4782,0014,Information Technology,EXPENSES,,092,Information Technology,8200,Applications Develop/Maint,1922,Enterprise Applications,,,1998,Personnel Expenses Reimbursed to the General ,N,0,33356869,0,33356869,28398483
4783,0014,Information Technology,EXPENSES,,092,Information Technology,8200,Applications Develop/Maint,1922,Enterprise Applications,,,2660,Software Maintenance,N,0,7167758,0,7167758,13007192
4784,0014,Information Technology,EXPENSES,,092,Information Technology,8200,Applications Develop/Maint,1922,Enterprise Applications,,,2700,Conference Training & Travel,N,0,787984,0,787984,1263387
4785,0014,Information Technology,EXPENSES,,092,Information Technology,8200,Applications Develop/Maint,1922,Enterprise Applications,,,3400,Materials & Supplies,N,0,18200,0,18200,51967
4786,0014,Information Technology,EXPENSES,,092,Information Technology,8200,Applications Develop/Maint,1922,Enterprise Applications,,,,,Y,0,41330811,0,41330811,42721029
4787,0014,Information Technology,EXPENSES,,092,Information Technology,8200,Applications Develop/Maint,1927,Application Development,,,1998,Personnel Expenses Reimbursed to the General ,N,0,74950878,0,74950878,69443526
4788,0014,Information Technology,EXPENSES,,092,Information Technology,8200,Applications Develop/Maint,1927,Application Development,,,2100,Professional Services,N,0,1104900,0,1104900,0
4789,0014,Information Technology,EXPENSES,,092,Information Technology,8200,Applications Develop/Maint,1927,Application Development,,,2660,Software Maintenance,N,0,65894912,5485562,60409350,64286085
4790,0014,Information Technology,EXPENSES,,092,Information Technology,8200,Applications Develop/Maint,1927,Application Development,,,2700,Conference Training & Travel,N,0,1309881,0,1309881,555557
4791,0014,Information Technology,EXPENSES,,092,Information Technology,8200,Applications Develop/Maint,1927,Application Development,,,,,Y,0,143260571,5485562,137775009,134285168
4792,0014,Information Technology,EXPENSES,,092,Information Technology,8200,Applications Develop/Maint,,,,,,,Y,0,184591382,5485562,179105820,177006197
4793,0014,Information Technology,EXPENSES,,092,Information Technology,8400,Operations,1921,Infrastructure,,,1998,Personnel Expenses Reimbursed to the General ,N,0,54930895,0,54930895,60137827
4794,0014,Information Technology,EXPENSES,,092,Information Technology,8400,Operations,1921,Infrastructure,,,2216,Cable TV/Broadcast Service,N,0,26222,0,26222,26014
4795,0014,Information Technology,EXPENSES,,092,Information Technology,8400,Operations,1921,Infrastructure,,,2240,Telecommunications,N,0,1328430,18703,1309727,1971013
